1,"the",69971,0.0712741770532
2,"of",36412,0.03709015642
3,"and",28853,0.0293903735907
4,"to",26158,0.0266451804799
5,"a",23195,0.0236269959948
6,"in",21337,0.0217343916163
7,"that",10594,0.0107913082806
8,"is",10109,0.0102972753831
9,"was",9815,0.00999779977101
10,"he",9548,0.00972582702126
11,"for",9489,0.00966572817393
12,"it",8760,0.00892315089089
13,"with",7289,0.0074247542059
14,"as",7253,0.00738808372279
15,"his",6996,0.00712629721834
16,"on",6741,0.00686654796295
17,"be",6377,0.0064957686337
18,"at",5372,0.00547205098012
19,"by",5306,0.00540482176108
20,"i",5164,0.00526017707769
21,"this",5145,0.0052408232116
22,"had",5133,0.00522859971723
23,"not",4610,0.00469585908756
24,"are",4394,0.00447583618888
25,"but",4381,0.00446259406998
26,"from",4370,0.00445138920014
27,"or",4206,0.00428433477706
28,"have",3942,0.0040154179009
29,"an",3740,0.00380965574565
30,"they",3620,0.00368742080194
31,"which",3561,0.00362732195462
32,"one",3292,0.0033533119558
33,"you",3286,0.00334720020861
34,"were",3284,0.00334516295955
35,"her",3036,0.00309254407588
36,"all",3001,0.0030568922173
37,"she",2860,0.00291326615844
38,"there",2728,0.00277880772036
39,"would",2714,0.00276454697693
40,"their",2669,0.00271870887303
41,"we",2652,0.00270139225601
42,"him",2619,0.00266777764649
43,"been",2472,0.00251803984044
44,"has",2437,0.00248238798186
45,"when",2331,0.00237441378158
46,"who",2252,0.00229394244364
47,"will",2245,0.00228681207192
48,"more",2215,0.002256253336
49,"if",2198,0.00223893671897
50,"no",2139,0.00217883787165
51,"out",2097,0.00213605564135
52,"so",1985,0.00202196969388
53,"said",1961,0.00199752270514
54,"what",1908,0.001943535605
55,"up",1890,0.00192520036345
56,"its",1858,0.00189260437846
57,"about",1815,0.00184880352363
58,"into",1791,0.00182435653488
59,"than",1790,0.00182333791035
60,"them",1788,0.00182130066129
61,"can",1772,0.0018050026688
62,"only",1748,0.00178055568005
63,"other",1702,0.00173369895163
64,"new",1635,0.00166545110806
65,"some",1618,0.00164813449103
66,"could",1601,0.00163081787401
67,"time",1598,0.00162776200042
68,"these",1573,0.00160229638714
69,"two",1412,0.00143829783766
70,"may",1402,0.00142811159235
71,"then",1380,0.00140570185267
72,"do",1363,0.00138838523565
73,"first",1361,0.00138634798659
74,"any",1344,0.00136903136956
75,"my",1318,0.00134254713176
76,"now",1314,0.00133847263363
77,"such",1303,0.00132726776379
78,"like",1292,0.00131606289395
79,"our",1252,0.00127531791272
80,"over",1236,0.00125901992022
81,"man",1207,0.00122947980882
82,"me",1181,0.00120299557102
83,"even",1170,0.00119179070118
84,"most",1159,0.00118058583134
85,"made",1125,0.00114595259729
86,"after",1069,0.00108890962356
87,"also",1069,0.00108890962356
88,"did",1044,0.00106344401028
89,"many",1030,0.00104918326685
90,"before",1016,0.00103492252342
91,"must",1013,0.00103186664983
92,"af",996,0.0010145500328
93,"through",971,0.000989084419527
94,"back",966,0.000983991296872
95,"years",950,0.000967693304377
96,"much",937,0.000954451185475
97,"where",937,0.000954451185475
98,"your",923,0.000940190442042
99,"way",908,0.000924911074078
100,"well",897,0.000913706204238
101,"down",895,0.000911668955176
102,"should",888,0.00090453858346
103,"because",883,0.000899445460805
104,"each",877,0.00089333371362
105,"just",872,0.000888240590965
106,"those",850,0.000865830851285
107,"people",847,0.000862774977692
108,"how",834,0.00084953285879
109,"too",834,0.00084953285879
110,"little",831,0.000846476985197
111,"state",807,0.000822029996455
112,"good",806,0.000821011371924
113,"very",796,0.000810825126615
114,"make",794,0.000808787877553
115,"world",787,0.000801657505837
116,"still",782,0.000796564383182
117,"own",772,0.000786378137873
118,"see",772,0.000786378137873
119,"men",763,0.000777210517095
120,"work",762,0.000776191892564
121,"long",752,0.000766005647254
122,"here",750,0.000763968398193
123,"get",749,0.000762949773662
124,"between",730,0.000743595907574
125,"both",730,0.000743595907574
126,"life",715,0.00072831653961
127,"being",712,0.000725260666017
128,"under",707,0.000720167543363
129,"never",697,0.000709981298054
130,"day",687,0.000699795052744
131,"same",686,0.000698776428213
132,"another",684,0.000696739179152
133,"know",683,0.000695720554621
134,"while",680,0.000692664681028
135,"last",676,0.000688590182904
136,"us",675,0.000687571558373
137,"might",672,0.000684515684781
138,"great",665,0.000677385313064
139,"old",661,0.00067331081494
140,"year",658,0.000670254941348
141,"off",639,0.00065090107526
142,"come",630,0.000641733454482
143,"since",628,0.00063969620542
144,"against",627,0.000638677580889
145,"go",626,0.000637658956358
